YEAR,STATE,ARR_HOUR,ARR_MIN,CF1,CF2,CF3,CITY,COUNTY,DAY,DAY_WEEK,DRUNK_DR,FATALS,HARM_EV,HOUR,LGT_COND,MAN_COLL,MINUTE,MONTH,NOT_HOUR,NOT_MIN,PERSONS,RAIL,REL_ROAD,SCH_BUS,SP_JUR,ST_CASE,VE_FORMS,WEATHER
2014,54,58.73140496,65.89669421,0.805785124,0,0,1261.677686,51.20661157,15.62396694,4.119834711,0.347107438,1.123966942,20.99586777,12.73553719,1.623966942,1.363636364,27.61570248,7.103305785,58.04545455,65.72727273,2.210743802,2.925619835,2.623966942,0.004132231,0,540124.3595,1.438016529,3.090909091
2014,55,42.84095861,54.95424837,1.132897603,0.272331155,0.215686275,1001.594771,77.1416122,16.8671024,4.20043573,0.394335512,1.102396514,20.21132898,12.14814815,1.727668845,2.032679739,29.03050109,7.089324619,31.89106754,45.44008715,2.222222222,3.161220044,2.250544662,0.006535948,0.021786492,550231.0719,1.507625272,5.501089325
2014,56,23.17557252,38.06870229,0.694656489,0.175572519,0,131.8854962,19.88549618,15.5648855,3.954198473,0.374045802,1.145038168,13.33587786,14.55725191,1.702290076,1.465648855,29.58015267,6.885496183,22.93129771,38.34351145,2.427480916,2.160305344,2.496183206,0,0.06870229,560066,1.435114504,2.114503817
2015,1,17.97321429,32.74107143,1.073979592,0.119897959,0.06377551,683.692602,74.48469388,14.92091837,4.136479592,0.281887755,1.084183673,20.15306122,12.75,1.801020408,1.665816327,27.99489796,6.920918367,79.67346939,83.48341837,2.242346939,3.369897959,2.350765306,0.005102041,0,10393.37372,1.510204082,3.262755102
2015,2,33.4,46.31666667,1.516666667,0.233333333,0,1025.35,90.11666667,15.23333333,4.566666667,0.4,1.083333333,16.93333333,17.06666667,2.033333333,1.15,30.2,6.883333333,33.31666667,44.53333333,2.416666667,3,2.116666667,0,0,20030.5,1.466666667,3.866666667
2015,4,29.0567201,42.56350185,1.221948212,0.082614057,0.034525277,247.0234279,16.23057953,15.80641184,4.205918619,0.298397041,1.106041924,15.68310727,14.71763255,2.344019729,5.205918619,29.72626387,6.448828607,28.16276202,41.16399507,2.44512947,3,5.961775586,0.002466091,0.443896424,40423.45499,1.536374846,13.08508015
2015,5,25.54378819,39.76374745,1.213849287,0.456211813,0.403258656,925.592668,75.32179226,15.50712831,4.073319756,0.289205703,1.120162933,21.14460285,12.82077393,1.682281059,1.720977597,28.79429735,6.786150713,25.24236253,39.80244399,2.276985743,3.533604888,2.313645621,0.00203666,0.00407332,50254.0998,1.545824847,2.655804481
2015,6,98.46205572,98.56900416,1.849823887,0.193723983,0.063400576,1409.287224,57.11079091,15.60518732,4.087736151,0.321805956,1.084534102,16.71725905,14.20204931,2.038744797,1.471982069,29.88504643,6.67275056,98.48575088,98.53954531,2.269612552,3.276016651,2.106308037,0.002561639,0.003842459,61566.19084,1.510726865,2.320204931
2015,8,57.13609467,65.79092702,1.284023669,0.193293886,0.045364892,458.9861933,54.01183432,15.29980276,4.120315582,0.347140039,1.078895464,15.76725838,12.68836292,1.794871795,1.652859961,28.84023669,6.558185404,53.68836292,62.75936884,2.374753452,3.009861933,2.309664694,0,0,80257.57594,1.560157791,1.230769231
2015,9,54.09338521,61.22957198,1.443579767,0.13229572,0,432.6303502,6.875486381,14.80544747,4.105058366,0.381322957,1.050583658,19.19455253,12.08560311,1.953307393,1.443579767,29.68871595,6.968871595,43.01945525,53.29571984,2.252918288,3,2.575875486,0.007782101,0.031128405,90132.14786,1.470817121,2.945525292
