DATE,TotalVehicleSales,LightWeightVehicleSales:AutosandLightTrucks,LightWeightVehicleSales,MotorVehicleRetailSales:LightWeightTrucks,MotorVehicleRetailSales:HeavyWeightTrucks,MotorVehicleRetailSales:DomesticAutos,MotorVehicleRetailSales:DomesticLightWeightTrucks,MotorVehicleRetailSales:ForeignAutos,MotorVehicleRetailSales:ForeignLightWeightTrucks
5/1/2005,17.414,16.928,1495.78,9.415,0.486,5.357,8.162,2.156,1.253
6/1/2005,18.482,17.967,1673.756,10.465,0.515,5.307,9.187,2.195,1.279
7/1/2005,21.135,20.607,1804.325,12.589,0.527,5.781,11.246,2.237,1.343
8/1/2005,17.418,16.917,1480.822,9.122,0.501,5.586,7.887,2.209,1.235
9/1/2005,16.927,16.427,1325.956,8.484,0.5,5.677,7.365,2.266,1.119
10/1/2005,15.336,14.847,1143.072,7.453,0.488,5.195,6.335,2.199,1.118
11/1/2005,16.524,16.022,1161.567,8.408,0.502,5.501,7.254,2.113,1.154
12/1/2005,17.174,16.688,1479.707,9.252,0.486,5.306,8.044,2.13,1.208
1/1/2006,18.081,17.572,1139.926,8.948,0.509,6.461,7.667,2.163,1.281
2/1/2006,17.071,16.515,1257.182,8.929,0.557,5.529,7.615,2.057,1.314
3/1/2006,16.96,16.409,1525.66,8.964,0.551,5.323,7.645,2.122,1.319
4/1/2006,17.127,16.568,1443.779,8.633,0.559,5.596,7.229,2.339,1.404
5/1/2006,16.729,16.17,1484.938,8.537,0.559,5.265,7.206,2.368,1.331
6/1/2006,16.9,16.352,1495.919,8.762,0.548,5.246,7.485,2.344,1.277
7/1/2006,17.662,17.125,1489.597,9.029,0.537,5.561,7.685,2.535,1.344
8/1/2006,16.458,15.901,1482.517,8.201,0.556,5.283,6.98,2.417,1.222
9/1/2006,16.974,16.419,1350.482,8.751,0.554,5.28,7.407,2.388,1.345
10/1/2006,16.865,16.322,1213.124,8.826,0.543,5.126,7.344,2.37,1.483
11/1/2006,16.657,16.128,1194.895,8.703,0.529,5.022,7.28,2.403,1.422
12/1/2006,17.107,16.569,1426.089,8.63,0.538,5.311,7.211,2.628,1.419
1/1/2007,16.896,16.402,1087.39,8.68,0.494,5.274,7.251,2.448,1.428
2/1/2007,17.169,16.704,1251.102,9.068,0.465,5.206,7.68,2.43,1.388
3/1/2007,16.438,16.015,1536.912,8.519,0.422,5.072,7.143,2.424,1.376
4/1/2007,16.615,16.215,1332.402,8.774,0.401,5.083,7.399,2.358,1.375
5/1/2007,16.661,16.296,1558.722,8.445,0.365,5.419,7.092,2.432,1.353
6/1/2007,16.179,15.823,1450.15,8.302,0.356,5.214,6.896,2.307,1.406
7/1/2007,15.837,15.499,1304.27,8.289,0.339,4.958,6.922,2.252,1.366
8/1/2007,16.379,16.034,1471.223,8.72,0.346,5.098,7.393,2.216,1.327
9/1/2007,16.532,16.2,1310.451,8.678,0.333,5.176,7.257,2.346,1.42
10/1/2007,16.455,16.127,1226.589,8.602,0.329,5.155,7.146,2.37,1.456
11/1/2007,16.354,16.038,1175.363,8.132,0.316,5.507,6.734,2.399,1.398
12/1/2007,16.03,15.718,1384.414,8.115,0.312,5.205,6.752,2.398,1.363
1/1/2008,15.705,15.383,1039.126,7.963,0.322,5.155,6.647,2.265,1.316
2/1/2008,15.491,15.166,1171.68,7.923,0.326,4.91,6.625,2.333,1.298
3/1/2008,15.114,14.795,1351.539,7.511,0.319,4.749,6.246,2.535,1.265
4/1/2008,14.605,14.268,1243.507,6.942,0.337,4.685,5.701,2.641,1.241
5/1/2008,14.697,14.364,1392.824,6.406,0.333,5.136,5.229,2.822,1.177
6/1/2008,14.377,14.065,1185.273,6.333,0.312,4.92,5.277,2.812,1.056
7/1/2008,13.006,12.715,1132.262,5.692,0.291,4.489,4.696,2.534,0.996
8/1/2008,14.119,13.834,1246.798,6.939,0.285,4.6,5.933,2.295,1.006
9/1/2008,12.961,12.688,962.306,6.302,0.273,4.446,5.256,1.94,1.046
10/1/2008,10.933,10.666,834.592,4.972,0.267,3.854,4.049,1.84,0.923
11/1/2008,10.526,10.255,743.609,5.133,0.27,3.402,4.22,1.72,0.913
12/1/2008,10.383,10.141,891.318,4.993,0.242,3.544,4.072,1.604,0.921
1/1/2009,9.786,9.573,654.893,5,0.212,2.9,4.015,1.673,0.986
2/1/2009,9.223,9.023,687.174,4.556,0.2,2.768,3.561,1.699,0.995
3/1/2009,9.748,9.552,855.181,4.751,0.196,3.035,3.823,1.766,0.928
4/1/2009,9.379,9.197,817.325,4.552,0.182,3.021,3.766,1.624,0.786
5/1/2009,10.176,9.996,923.902,5.032,0.18,3.214,4.168,1.75,0.864
6/1/2009,10.149,9.956,857.425,4.794,0.193,3.351,3.995,1.811,0.799
7/1/2009,11.566,11.37,995.699,5.126,0.196,4.148,4.23,2.096,0.896
8/1/2009,14.754,14.568,1260.07,6.363,0.186,5.43,5.171,2.775,1.191
9/1/2009,9.535,9.347,744.198,4.34,0.189,3.32,3.594,1.687,0.745
10/1/2009,10.576,10.371,835.691,4.964,0.206,3.644,4.192,1.763,0.771
11/1/2009,11.041,10.817,744.478,5.273,0.224,3.799,4.462,1.745,0.811
12/1/2009,11.284,11.06,1026.256,5.26,0.224,4.069,4.422,1.731,0.838
1/1/2010,10.893,10.669,696.571,5.252,0.224,3.623,4.461,1.794,0.79
2/1/2010,10.315,10.108,778.457,5.011,0.207,3.44,4.252,1.657,0.759
3/1/2010,11.772,11.553,1063.632,5.921,0.219,3.948,4.965,1.684,0.956
4/1/2010,11.454,11.249,980.424,5.765,0.204,3.816,4.923,1.668,0.842
5/1/2010,12.03,11.821,1100.755,6.097,0.209,3.951,5.258,1.773,0.84
6/1/2010,11.598,11.385,981.288,5.75,0.212,3.8,4.915,1.835,0.835
7/1/2010,11.948,11.715,1047.006,5.977,0.234,3.85,5.077,1.888,0.9
8/1/2010,12.014,11.802,994.326,6.016,0.212,3.776,5.064,2.01,0.952
9/1/2010,11.922,11.703,955.942,5.944,0.219,3.803,5.011,1.956,0.933
10/1/2010,12.414,12.199,946.613,6.435,0.216,3.755,5.461,2.009,0.974
11/1/2010,12.3,12.07,869.68,6.406,0.23,3.756,5.402,1.908,1.004
12/1/2010,12.605,12.383,1140.13,6.455,0.223,3.98,5.457,1.948,0.998
1/1/2011,12.806,12.547,818.138,6.747,0.259,3.913,5.727,1.887,1.02
2/1/2011,13.081,12.815,987.943,6.573,0.266,4.253,5.516,1.988,1.058
3/1/2011,13.259,12.984,1251.321,6.435,0.275,4.45,5.39,2.099,1.045
4/1/2011,13.326,13.037,1150.473,6.525,0.289,4.388,5.542,2.125,0.983
5/1/2011,12.28,11.98,1056.136,6.094,0.3,3.901,5.22,1.985,0.874
6/1/2011,11.886,11.581,1043.754,5.908,0.305,3.805,5.048,1.868,0.86
7/1/2011,12.72,12.419,1062.411,6.643,0.301,3.918,5.727,1.857,0.916
8/1/2011,12.604,12.277,1066.797,6.548,0.326,3.951,5.581,1.779,0.967
9/1/2011,13.356,13.026,1048.697,7.058,0.33,4.133,6.009,1.835,1.048
10/1/2011,13.73,13.391,1019.196,7.01,0.339,4.412,5.999,1.97,1.011
11/1/2011,13.743,13.406,1002.05,7.088,0.337,4.337,6.103,1.982,0.985
12/1/2011,13.798,13.455,1234.9,7.172,0.342,4.294,6.149,1.989,1.023
1/1/2012,14.395,14.058,913.876,6.984,0.337,4.925,5.915,2.149,1.069
2/1/2012,14.975,14.617,1148.86,6.931,0.358,5.326,5.883,2.36,1.048
3/1/2012,14.594,14.237,1402.165,6.894,0.357,5.17,5.844,2.174,1.05
4/1/2012,14.769,14.408,1175.666,7.083,0.361,5.123,6.001,2.202,1.082
5/1/2012,14.496,14.135,1338.04,7.152,0.361,4.986,6.068,1.997,1.084
6/1/2012,14.467,14.118,1279.747,7.216,0.35,4.907,6.16,1.995,1.056
7/1/2012,14.38,14.027,1142.849,7.111,0.353,4.902,6.063,2.014,1.048
8/1/2012,14.444,14.092,1274.98,7.087,0.353,5.043,6.106,1.962,0.982
9/1/2012,15.099,14.759,1179.645,7.381,0.34,5.219,6.305,2.159,1.076
10/1/2012,14.83,14.514,1090.298,7.249,0.316,5.114,6.259,2.151,0.99
11/1/2012,15.456,15.13,1144.02,7.581,0.327,5.334,6.465,2.215,1.116
12/1/2012,15.462,15.121,1343.057,7.597,0.341,5.397,6.469,2.127,1.128
1/1/2013,15.813,15.474,1040.808,7.65,0.339,5.684,6.523,2.141,1.127
2/1/2013,15.861,15.516,1193.022,7.756,0.345,5.585,6.589,2.175,1.167
3/1/2013,15.721,15.412,1453.654,7.925,0.309,5.476,6.751,2.011,1.174
4/1/2013,15.811,15.451,1283.203,7.973,0.36,5.455,6.8,2.023,1.173
5/1/2013,15.884,15.537,1442.909,8.097,0.347,5.371,6.855,2.069,1.242
6/1/2013,16.149,15.774,1394.274,8.134,0.375,5.514,6.869,2.126,1.266
7/1/2013,16.021,15.674,1306.247,8.01,0.347,5.463,6.715,2.2,1.295
8/1/2013,15.827,15.486,1498.663,7.873,0.341,5.325,6.631,2.288,1.242
9/1/2013,15.857,15.506,1124.263,7.905,0.351,5.405,6.643,2.196,1.262
10/1/2013,15.727,15.354,1201.662,7.9,0.373,5.29,6.594,2.163,1.306
11/1/2013,16.079,15.714,1243.666,8.129,0.364,5.376,6.823,2.209,1.306
12/1/2013,15.835,15.463,1347.73,7.972,0.372,5.253,6.662,2.238,1.31
1/1/2014,15.614,15.249,1016.377,8.049,0.365,5.133,6.813,2.067,1.236
2/1/2014,15.993,15.617,1194.307,8.364,0.376,5.145,7.022,2.108,1.342
3/1/2014,16.985,16.606,1530.482,8.917,0.379,5.491,7.462,2.198,1.455
4/1/2014,16.695,16.28,1373.829,8.705,0.415,5.413,7.36,2.161,1.346
5/1/2014,17.137,16.737,1610.603,8.925,0.4,5.601,7.59,2.212,1.335
6/1/2014,17.516,17.125,1417.619,8.959,0.392,5.949,7.583,2.216,1.376
7/1/2014,17.277,16.851,1437.616,8.922,0.426,5.733,7.534,2.196,1.389
8/1/2014,17.239,16.808,1571.672,8.74,0.431,5.957,7.313,2.11,1.427
9/1/2014,16.959,16.527,1235.539,8.901,0.432,5.65,7.466,1.976,1.435
10/1/2014,16.756,16.326,1273.698,8.663,0.431,5.718,7.32,1.945,1.343
11/1/2014,16.949,16.544,1294.106,8.908,0.405,5.732,7.592,1.904,1.316
12/1/2014,17.178,16.757,1496.342,8.876,0.421,5.796,7.557,2.086,1.319
1/1/2015,16.904,16.466,1147.175,9.084,0.438,5.462,7.702,1.92,1.382
2/1/2015,16.886,16.452,1253.893,9.247,0.434,5.278,7.759,1.927,1.488
3/1/2015,17.885,17.451,1541.583,9.676,0.434,5.65,8.023,2.125,1.652
4/1/2015,17.675,17.237,1443.104,9.733,0.438,5.546,8.028,1.958,1.705
5/1/2015,17.932,17.476,1631.342,9.74,0.457,5.782,8.046,1.954,1.694
6/1/2015,17.869,17.388,1475.152,9.726,0.481,5.697,7.935,1.965,1.791
7/1/2015,18.293,17.817,1506.171,10.132,0.477,5.812,8.294,1.873,1.838
8/1/2015,18.396,17.928,1559.304,10.214,0.468,5.771,8.317,1.943,1.897
9/1/2015,18.259,17.82,1437.411,10.299,0.439,5.61,8.465,1.911,1.833
10/1/2015,18.257,17.804,1447.51,10.248,0.453,5.682,8.225,1.874,2.022
11/1/2015,18.308,17.848,1323.498,10.474,0.459,5.516,8.42,1.858,2.055
12/1/2015,17.48,17.069,1630.148,9.98,0.411,5.336,7.954,1.753,2.026
1/1/2016,18.064,17.601,1157.424,10.421,0.463,5.439,8.454,1.742,1.966
2/1/2016,18.022,17.583,1341.147,10.419,0.439,5.375,8.454,1.788,1.966
3/1/2016,17.394,16.934,1573.686,10.048,0.46,5.12,8.107,1.766,1.941
4/1/2016,17.693,17.274,1489.698,10.437,0.419,5.044,8.361,1.793,2.076
5/1/2016,17.698,17.291,1518.708,10.408,0.407,5.119,8.123,1.764,2.284
6/1/2016,17.736,17.343,1513.137,10.524,0.393,5.079,8.297,1.739,2.227
7/1/2016,18.057,17.679,1516.672,10.802,0.378,5.173,8.538,1.703,2.264
8/1/2016,17.875,17.501,1506.234,10.715,0.375,5.112,8.487,1.674,2.227
9/1/2016,17.944,17.569,1429.708,10.657,0.375,5.215,8.479,1.697,2.178
10/1/2016,17.94,17.577,1367.172,10.924,0.362,4.988,8.805,1.666,2.119
11/1/2016,17.757,17.383,1369.623,10.701,0.375,4.998,8.469,1.683,2.232
12/1/2016,18.218,17.843,1681.568,11.049,0.375,5.085,8.66,1.709,2.389
1/1/2017,17.638,17.269,1138.597,11.006,0.368,4.629,8.659,1.635,2.347
2/1/2017,17.776,17.39,1324.108,11.121,0.386,4.666,8.833,1.603,2.288
3/1/2017,17.127,16.736,1547.519,10.612,0.391,4.594,8.381,1.53,2.231
4/1/2017,17.285,16.87,1417.698,10.654,0.415,4.766,8.341,1.449,2.313
5/1/2017,17.184,16.779,1509.312,10.746,0.404,4.629,8.352,1.404,2.394
6/1/2017,17.184,16.769,1465.144,10.918,0.415,4.487,8.51,1.364,2.408
7/1/2017,17.167,16.76,1408.64,10.803,0.407,4.539,8.421,1.418,2.382
8/1/2017,17.014,16.59,1473.894,10.641,0.424,4.511,8.323,1.438,2.318
9/1/2017,18.324,17.898,1517.076,11.535,0.426,4.828,8.973,1.534,2.562
10/1/2017,18.321,17.893,1349.155,11.669,0.428,4.727,9.167,1.497,2.503
11/1/2017,17.878,17.431,1389.195,11.418,0.447,4.502,8.89,1.511,2.528
12/1/2017,17.714,17.251,1596.021,11.542,0.463,4.237,8.972,1.472,2.57
1/1/2018,17.536,17.109,1151.011,11.652,0.427,4.139,8.982,1.319,2.67
2/1/2018,17.557,17.086,1293.763,11.584,0.472,4.193,8.847,1.309,2.736
3/1/2018,17.706,17.225,1647.09,11.857,0.481,4.114,9.093,1.254,2.763
4/1/2018,17.794,17.334,1353.546,12.011,0.46,4.094,9.172,1.23,2.839
5/1/2018,17.709,17.239,1586.493,11.864,0.471,4.097,9.039,1.278,2.825
6/1/2018,17.65,17.16,1543.716,11.935,0.49,4.031,9.079,1.194,2.855
7/1/2018,17.398,16.91,1362.964,11.737,0.488,4.048,9.039,1.125,2.698
8/1/2018,17.314,16.812,1482.215,11.753,0.501,3.915,9.16,1.144,2.594
9/1/2018,17.801,17.283,1432.136,12.063,0.519,3.987,9.289,1.233,2.774
10/1/2018,18.142,17.626,1360.281,12.062,0.516,4.385,9.352,1.18,2.709
11/1/2018,17.844,17.341,1382.553,12.119,0.503,4.049,9.357,1.172,2.762
12/1/2018,17.949,17.438,1617.778,12.285,0.511,3.992,9.499,1.161,2.786
1/1/2019,17.305,16.769,1133.157,11.522,0.536,4.062,8.9,1.185,2.622
2/1/2019,17.098,16.595,1251.513,11.806,0.503,3.641,9.102,1.149,2.704
3/1/2019,17.83,17.302,1598.811,12.329,0.527,3.799,9.679,1.174,2.65
4/1/2019,17.155,16.593,1326.555,11.791,0.562,3.606,9.335,1.196,2.456
5/1/2019,17.862,17.31,1581.479,12.525,0.552,3.548,9.941,1.237,2.584
6/1/2019,17.74,17.207,1509.674,12.334,0.533,3.569,9.828,1.304,2.506
7/1/2019,17.527,16.97,1396.46,12.323,0.557,3.421,9.776,1.227,2.547
8/1/2019,17.6,17.067,1638.722,12.485,0.534,3.402,9.848,1.179,2.637
9/1/2019,17.643,17.08,1267.15,12.496,0.563,3.466,9.842,1.118,2.654
10/1/2019,17.272,16.755,1333.995,12.334,0.518,3.284,9.642,1.137,2.692
11/1/2019,17.437,16.972,1403.153,12.568,0.465,3.313,9.884,1.091,2.683
12/1/2019,17.289,16.814,1512.243,12.341,0.475,3.416,9.697,1.056,2.644
1/1/2020,17.311,16.865,1135.947,12.506,0.447,3.303,9.867,1.056,2.639
2/1/2020,17.214,16.765,1349.97,12.504,0.449,3.216,9.853,1.045,2.651
3/1/2020,11.809,11.415,994.707,8.512,0.394,2.277,6.823,0.626,1.689
4/1/2020,9.089,8.743,717.039,6.769,0.346,1.496,5.294,0.478,1.475
5/1/2020,12.44,12.137,1121.308,9.463,0.304,1.893,7.088,0.781,2.376
6/1/2020,13.359,13.018,1100.508,10.133,0.342,2.079,7.449,0.806,2.684
7/1/2020,15.006,14.627,1236.302,11.129,0.379,2.661,8.542,0.838,2.586
8/1/2020,15.589,15.193,1325.144,11.629,0.395,2.747,9.161,0.817,2.468
